,department1,year,term,enrollment,name_key1,course_title
468,FRSEMR,2011,fall,13.0,FRSEMR 34I,Girl Talk: Reflections on Gender and Youth in America
469,FRSEMR,2011,fall,14.0,FRSEMR 34X,Language and Prehistory
470,FRSEMR,2011,fall,10.0,FRSEMR 35E,What is Beauty?
471,FRSEMR,2011,fall,14.0,FRSEMR 35N,The Art and Craft of Acting
472,FRSEMR,2011,fall,7.0,FRSEMR 35P,Stories of Addiction
473,FRSEMR,2011,fall,12.0,FRSEMR 36G,The Creative Work of Translating
474,FRSEMR,2011,fall,5.0,FRSEMR 36N,Dickens in America
475,FRSEMR,2011,fall,2.0,FRSEMR 36S,Comparative Historical Mythology
476,FRSEMR,2011,fall,5.0,FRSEMR 36T,"Gods, Myths, and Rituals: Polytheism in Ancient Greece"
477,FRSEMR,2011,fall,8.0,FRSEMR 37G,Improvisational Theory and Practice
478,FRSEMR,2011,fall,12.0,FRSEMR 37M,American Dissent
479,FRSEMR,2011,fall,3.0,FRSEMR 37Q,Great Jewish Books
480,FRSEMR,2011,fall,7.0,FRSEMR 37X,The Poetry of Emily Dickinson
481,FRSEMR,2011,fall,12.0,FRSEMR 38K,Cinema in Theory and Practice
482,FRSEMR,2011,fall,11.0,FRSEMR 38L,"Introduction to Literary Theory and Cultural Studies, or How To Read Like a College Professor"
483,FRSEMR,2011,fall,5.0,FRSEMR 38W,Narratives of Conflict and Revolution in 20th Century Ireland
484,FRSEMR,2011,fall,15.0,FRSEMR 41P,American Presidential Campaigns and Elections 1960-2012
485,FRSEMR,2011,fall,5.0,FRSEMR 42Q,Cosmopolitanism and Globalization: A Latin American Perspective
486,FRSEMR,2011,fall,14.0,FRSEMR 42U,The Laws of War and the War on Terrorism
487,FRSEMR,2011,fall,12.0,FRSEMR 42V,Human Rights Between Rhetoric and Reality
488,FRSEMR,2011,fall,13.0,FRSEMR 43E,Mind-Body Problems
489,FRSEMR,2011,fall,7.0,FRSEMR 43K,American Bodies
490,FRSEMR,2011,fall,10.0,FRSEMR 43L,Happiness in Philosophy and Psychoanalysis
491,FRSEMR,2011,fall,15.0,FRSEMR 43M,Psychology of Religion
492,FRSEMR,2011,fall,14.0,FRSEMR 43S,"Gender, Race, and Ethics in the 21st Century"
493,FRSEMR,2011,fall,16.0,FRSEMR 43Y,Where Does Your Morality Come From?
494,FRSEMR,2011,fall,15.0,FRSEMR 43Z,Cyberspace in Court: Law of the Internet
495,FRSEMR,2011,fall,8.0,FRSEMR 44G,Public Policy Approaches to Global Climate Change
496,FRSEMR,2011,fall,9.0,FRSEMR 44S,Neanderthals and Human Evolutionary Theory
497,FRSEMR,2011,fall,7.0,FRSEMR 44T,The Atomic Bomb in History and Culture
498,FRSEMR,2011,fall,13.0,FRSEMR 45M,The Concept of Race in Science and Medicine in the United States
499,FRSEMR,2011,fall,6.0,FRSEMR 45N,"The Normans in European History: Vikings, Normans, Norman Conquests, and Achievements, 850-1204"
500,FRSEMR,2011,fall,7.0,FRSEMR 46E,The Germans and Their History
501,FRSEMR,2011,fall,16.0,FRSEMR 46P,"Human Rights Violations in the 21st Century; Issues of Law, Gender, and Displacement"
502,FRSEMR,2011,fall,15.0,FRSEMR 46T,Rebels With a Cause: Tiananmen in History and Memory
503,FRSEMR,2011,fall,9.0,FRSEMR 46X,"American Apartheids? The Social Dynamics of Ghettoes, Enclaves and Ethnoburbs"
504,FRSEMR,2011,fall,12.0,FRSEMR 46Y,"Bodies for Sale: Global Traffic in Human Beings, from Forced Labor to Stolen Cells"
505,FRSEMR,2011,fall,10.0,FRSEMR 47G,Science Fiction: How We Imagine the Posthuman
506,FRSEMR,2011,fall,7.0,FRSEMR 47J,Mapping the British Empire
507,FRSEMR,2011,fall,14.0,FRSEMR 47M,Nationalism and the Modern World
508,FRSEMR,2011,fall,12.0,FRSEMR 47W,"Fantastic Cities: Urban Landscapes as Filtered through Memory, Imagination, and Dreams"
509,FRSEMR,2011,fall,6.0,FRSEMR 48G,Fascism From Mussolini to Today
510,FRSEMR,2011,fall,10.0,FRSEMR 48K,Political Legitimacy and Resistance: What Happened in Montaigne's Library on the Night of October 2
511,FRSEMR,2011,fall,4.0,FRSEMR 48W,Post Traumatic Stress Disorder: A Historical Encounter
512,FRSEMR,2011,fall,12.0,FRSEMR 49N,Measurements of the Mind: The Creation and Critique of the Psychological Test
513,FRSEMR,2011,fall,14.0,FRSEMR 49P,"What If? Alice in Wonderland, Peter Pan, and the Literary Culture of Childhood"
514,FRSEMR,2011,fall,13.0,FRSEMR 49Y,Amateur Athletics
531,GOV,2011,fall,4.0,GOV 1000,Quantitative Methods for Political Science I
532,GOV,2011,fall,11.0,GOV 1008,Introduction to Geographical Information Systems
533,GOV,2011,fall,8.0,GOV 1010,Survey Research Methods
534,GOV,2011,fall,16.0,GOV 1060,Ancient and Medieval Political Philosophy
535,GOV,2011,fall,69.0,GOV 1072,Moral Issues in Contemporary Politics
536,GOV,2011,fall,55.0,GOV 1100,Political Economy of Development
537,GOV,2011,fall,20.0,GOV 1207,Comparative Politics of the Middle East
538,GOV,2011,fall,19.0,GOV 1243,Russian Politics in Transition
539,GOV,2011,fall,57.0,GOV 1255,The Politics of India
540,GOV,2011,fall,72.0,GOV 1280,Government and Politics of China
541,GOV,2011,fall,23.0,GOV 1291,The Politics of Social Policy in Brazil
542,GOV,2011,fall,26.0,GOV 1368,The Politics of American Education
543,GOV,2011,fall,189.0,GOV 1510,American Constitutional Law
544,GOV,2011,fall,37.0,GOV 1730,War and Politics
545,GOV,2011,fall,40.0,GOV 1760,International Relations of East Asia
546,GOV,2011,fall,16.0,GOV 1796,"Central Challenges of American National Security, Strategy, and the Press"
547,GOV,2011,fall,25.0,GOV 2000,Introduction to Quantitative Methods I
548,GOV,2011,fall,2.0,GOV 2000E,Introduction to Quantitative Methods I
549,GOV,2011,fall,14.0,GOV 2002,Topics in Quantitative Methods
550,GOV,2011,fall,6.0,GOV 2005,Formal Political Theory I
551,GOV,2011,fall,10.0,GOV 2010,Strategies for Political Inquiry
552,GOV,2011,fall,6.0,GOV 2034,"Ethics Economics, and Law"
553,GOV,2011,fall,8.0,GOV 2080,Topics in Political Philosophy
554,GOV,2011,fall,12.0,GOV 2088,Ethical Foundations of Political Thought
555,GOV,2011,fall,348.0,GOV 20,Foundations of Comparative Politics
556,GOV,2011,fall,7.0,GOV 2131,Comparative Politics of Latin America
557,GOV,2011,fall,6.0,GOV 2148,"Civil Society, West and East"
558,GOV,2011,fall,6.0,GOV 2176,Varieties of Capitalism and Social Inequality
559,GOV,2011,fall,13.0,GOV 2284,Chinese Authors on Chinese Politics
560,GOV,2011,fall,15.0,GOV 2305,American Government and Politics: Field Seminar
561,GOV,2011,fall,14.0,GOV 2340A,Proseminar on Inequality and Social Policy I
562,GOV,2011,fall,12.0,GOV 2473,Parties and Interest Groups in the U.S.
563,GOV,2011,fall,18.0,GOV 2755,International Political Economy
564,GOV,2011,fall,9.0,GOV 2791,Comparative Foreign and Security Policy
565,GOV,2011,fall,24.0,GOV 3001,Approaches to the Study of Politics
566,GOV,2011,fall,15.0,GOV 3005,Research Workshop in International Relations
567,GOV,2011,fall,39.0,GOV 50,Introduction to Political Science Research Methods
568,GOV,2011,fall,12.0,GOV 90A,Contemporary British Politics: Seminar
569,GOV,2011,fall,12.0,GOV 90OF,Law and Politics in Multicultural Democracies
570,GOV,2011,fall,18.0,GOV 90PS,"The Police State: Power, Politics, and Authority"
571,GOV,2011,fall,10.0,GOV 90SB,Public Law and American Democracy
572,GOV,2011,fall,5.0,GOV 90TI,Adorno
573,GOV,2011,fall,7.0,GOV 90VM,Democratic Theory and Electoral Law
574,GOV,2011,fall,9.0,GOV 98AU,Political Economy
575,GOV,2011,fall,10.0,GOV 98DN,Mapping Social and Environmental Space
576,GOV,2011,fall,5.0,GOV 98DZ,Is Democracy Possible Everywhere?
577,GOV,2011,fall,13.0,GOV 98EJ,Comparing India and China: An Examination of State-Society Relations
578,GOV,2011,fall,11.0,GOV 98EK,Globalization and Private Governance
579,GOV,2011,fall,7.0,GOV 98FG,"Presidents, Governors, and Mayors: Chief Executive Power in Comparative Perspective"
580,GOV,2011,fall,5.0,GOV 98GL,"Inhuman Wrongs: Crimes Against Humanity in Theory, Politics, and Law"
581,GOV,2011,fall,9.0,GOV 98MG,The Politics of Migration
582,GOV,2011,fall,13.0,GOV 98OA,Inequality and American Democracy
583,GOV,2011,fall,9.0,GOV 98SL,Cycles of War and Peace
584,GOV,2011,fall,7.0,GOV 98VG,Topics in Recent Political Theory
619,HIST,2011,fall,17.0,HIST 1040,The Fall of the Roman Empire
620,HIST,2011,fall,10.0,HIST 1044,Sacred and Secular Power in Medieval Europe
621,HIST,2011,fall,10.0,HIST 1151,"Culture and Society in Early Modern France, 1500-1715"
622,HIST,2011,fall,2.0,HIST 1214,"Encountering of the Other: The Expansion of the Christian West, 1650-1830"
623,HIST,2011,fall,45.0,HIST 1224,"Britain since 1760: Island, Europe, Empire"
624,HIST,2011,fall,58.0,HIST 1300,Western Intellectual History: Greco-Roman Antiquity
625,HIST,2011,fall,61.0,HIST 1330,Social Thought in Modern America
626,HIST,2011,fall,13.0,HIST 1415,The Nine Lives of Benjamin Franklin: Conference Course
627,HIST,2011,fall,144.0,HIST 1465,The United States in the World since 1900
628,HIST,2011,fall,3.0,HIST 1619,Premodern Vietnam
629,HIST,2011,fall,57.0,HIST 1627,"China in the Wider World, 1600-2000"
630,HIST,2011,fall,12.0,HIST 1700,The History of Sub-Saharan Africa to 1860
631,HIST,2011,fall,10.0,HIST 1877B,"History of the Near East, 1055-1500: Conference Course"
632,HIST,2011,fall,19.0,HIST 1878A,Ottoman State and Society I (1300-1550)
633,HIST,2011,fall,26.0,HIST 1891,Understanding the Middle East since 1945: The Basic Socio-Economic and Political Structures
634,HIST,2011,fall,7.0,HIST 1963,America and Vietnam: 1945-1975
635,HIST,2011,fall,60.0,HIST 1967,An Introduction to the History of Economic Thought
636,HIST,2011,fall,13.0,HIST 2260,Central Europe: Seminar
637,HIST,2011,fall,3.0,HIST 2265,Problems and Sources in Modern German History: Seminar
638,HIST,2011,fall,14.0,HIST 2270HF,Informing Eurasia: Seminar
639,HIST,2011,fall,13.0,HIST 2320HF,Foundations of Modern European Intellectual History: Seminar
640,HIST,2011,fall,22.0,HIST 2331,Adam Smith: Philosophy and Political Economy: Seminar
641,HIST,2011,fall,6.0,HIST 2340HF,Readings in American Intellectual History
642,HIST,2011,fall,5.0,HIST 2341HF,American Intellectual History: Seminar
643,HIST,2011,fall,3.0,HIST 2402,American Food: Seminar
644,HIST,2011,fall,19.0,HIST 2442,Readings in the History of the U.S. in the 19th Century: Proseminar
645,HIST,2011,fall,6.0,HIST 2455,Forced to be Free: Americans as Occupiers (Graduate Seminar in General Education)
646,HIST,2011,fall,8.0,HIST 2457,History of Capitalism: Seminar
647,HIST,2011,fall,8.0,HIST 2461,The US in the 20th Century: Seminar
648,HIST,2011,fall,3.0,HIST 2494,Power and Protest: The 1960s Globally (Graduate Seminar in General Education)
649,HIST,2011,fall,10.0,HIST 2623,Readings in Modern Chinese History: Proseminar
650,HIST,2011,fall,5.0,HIST 2653,Historiography of Modern Japan: Proseminar
651,HIST,2011,fall,5.0,HIST 2886,Topics in Islamic History: Seminar
652,HIST,2011,fall,4.0,HIST 2921,Western Ascendancy: Historiography and Pedagogy: Seminar
653,HIST,2011,fall,24.0,HIST 3900,Writing History: Approaches and Practices
654,HIST,2011,fall,15.0,HIST 3920HF,Colloquium on Teaching Practices
655,HIST,2011,fall,10.0,HIST 70I,Problems in Medieval History
656,HIST,2011,fall,16.0,HIST 71B,"The European Renaissance and Reformation, 1350-1650"
657,HIST,2011,fall,12.0,HIST 72K,The Worlds of Joseph Conrad
658,HIST,2011,fall,15.0,HIST 74U,"The American Republic: From Revolution to the ""Age of Jackson"""
659,HIST,2011,fall,10.0,HIST 75C,Readings on Modern Latin American History
660,HIST,2011,fall,11.0,HIST 76A,Japanese Imperialism and the East Asian Modern
661,HIST,2011,fall,6.0,HIST 78A,"The Middle East during the First Wave of Modern Globalization, 1870-1925"
662,HIST,2011,fall,13.0,HIST 79E,Commodities in International History
663,HIST,2011,fall,11.0,HIST 79I,Breaking Headlines: The History of News (with Heidi Tworek)
664,HIST,2011,fall,1.0,HIST 81I,Holland in the Age of Rembrandt
665,HIST,2011,fall,7.0,HIST 81J,What Was an Early Modern Author?
666,HIST,2011,fall,8.0,HIST 82C,Vichy France
667,HIST,2011,fall,5.0,HIST 82L,The French Revolution
668,HIST,2011,fall,6.0,HIST 84H,The Northern Side of the Civil Rights Movement
669,HIST,2011,fall,7.0,HIST 84I,"Secularization in Europe and the United States, c. 1780-2000"
670,HIST,2011,fall,5.0,HIST 84M,The New Deal: The United States during the Roosevelt Years
671,HIST,2011,fall,2.0,HIST 86F,Tagore and his Times
672,HIST,2011,fall,0.0,HIST 87A,"Health, Disease, and Ecology in African History"
684,HISTSCI,2011,fall,68.0,HISTSCI 100,Knowing the World: An Introduction to the History of Science
685,HISTSCI,2011,fall,111.0,HISTSCI 108,"Bodies, Sexualities, and Medicine in the Medieval Middle East"
686,HISTSCI,2011,fall,18.0,HISTSCI 145,Medicine and Deviance: Conference Course
687,HISTSCI,2011,fall,26.0,HISTSCI 150,History of the Human Sciences
688,HISTSCI,2011,fall,7.0,HISTSCI 152,Filming Science
689,HISTSCI,2011,fall,13.0,HISTSCI 153,History of Dietetics
690,HISTSCI,2011,fall,6.0,HISTSCI 165,Rethinking the Scientific Revolution
691,HISTSCI,2011,fall,9.0,HISTSCI 191,Brave New World? Scientific and Technological Visions of Utopia and Dystopia in Russia and the Sovie
692,HISTSCI,2011,fall,14.0,HISTSCI 212,"The Sciences of Life, Medicine and the Body in Medieval and Renaissance Europe"
693,HISTSCI,2011,fall,12.0,HISTSCI 243,The Making of Modern Medicine: Seminar
694,HISTSCI,2011,fall,19.0,HISTSCI 247,Current Issues in the History of Medicine: Seminar
695,HISTSCI,2011,fall,5.0,HISTSCI 259,The History of the History of Science
696,HISTSCI,2011,fall,9.0,HISTSCI 285A,"Science, Power and Politics I"
697,HISTSCI,2011,fall,8.0,HISTSCI 310HF,History of Science Salon
698,HISTSCI,2011,fall,45.0,HISTSCI 98,Tutorial - Junior Year
746,LIFESCI,2011,fall,15.0,LIFESCI 100,Experimental Research in the Life Sciences
747,LIFESCI,2011,fall,496.0,LIFESCI 1A,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology"
748,LIFESCI,2011,fall,193.0,LIFESCI 2,Evolutionary Human Physiology and Anatomy
771,MATH,2011,fall,8.0,MATH 101,"Sets, Groups and Topology"
772,MATH,2011,fall,13.0,MATH 114,"Analysis II: Measure, Integration and Banach Spaces"
773,MATH,2011,fall,14.0,MATH 116,Convexity and Optimization with Applications
774,MATH,2011,fall,6.0,MATH 118R,Dynamical Systems
775,MATH,2011,fall,10.0,MATH 121,Linear Algebra and Applications
776,MATH,2011,fall,53.0,MATH 122,Algebra I: Theory of Groups and Vector Spaces
777,MATH,2011,fall,9.0,MATH 124,Number Theory
778,MATH,2011,fall,21.0,MATH 131,Topology I: Topological Spaces and the Fundamental Group
779,MATH,2011,fall,13.0,MATH 141,Introduction to Mathematical Logic
780,MATH,2011,fall,5.0,MATH 152,Discrete Mathematics
781,MATH,2011,fall,32.0,MATH 153,Mathematical Biology-Evolutionary Dynamics
782,MATH,2011,fall,7.0,MATH 155R,Combinatorics
783,MATH,2011,fall,44.0,MATH 19A,Modeling and Differential Equations for the Life Sciences
784,MATH,2011,fall,194.0,MATH 1A,Introduction to Calculus
785,MATH,2011,fall,236.0,MATH 1B,"Calculus, Series, and Differential Equations"
786,MATH,2011,fall,49.0,MATH 20,Algebra and Multivariable Mathematics for Social Sciences
787,MATH,2011,fall,11.0,MATH 212A,Real Analysis
788,MATH,2011,fall,28.0,MATH 213A,Complex Analysis
789,MATH,2011,fall,230.0,MATH 21A,Multivariable Calculus
790,MATH,2011,fall,56.0,MATH 21B,Linear Algebra and Differential Equations
791,MATH,2011,fall,5.0,MATH 230A,Differential Geometry
792,MATH,2011,fall,28.0,MATH 231A,Algebraic Topology
793,MATH,2011,fall,11.0,MATH 232A,Introduction to Algebraic Geometry I
794,MATH,2011,fall,8.0,MATH 233A,Theory of Schemes I
795,MATH,2011,fall,78.0,MATH 23A,Linear Algebra and Real Analysis I
796,MATH,2011,fall,15.0,MATH 254Y,Geometry with Valuations
797,MATH,2011,fall,36.0,MATH 25A,Honors Linear Algebra and Real Analysis I
798,MATH,2011,fall,19.0,MATH 261Y,von Neumann Algebras
799,MATH,2011,fall,20.0,MATH 262Y,Perverse Sheaves in Representation Theory
800,MATH,2011,fall,14.0,MATH 265Y,Topics in the Moduli Theory of Sheaves
801,MATH,2011,fall,13.0,MATH 270,Advanced Probability Theory
802,MATH,2011,fall,22.0,MATH 285X,Representations of Reductive Groups over Local Non-Archimedian Fields
803,MATH,2011,fall,35.0,MATH 287Y,Geometry of Algebraic Curves
804,MATH,2011,fall,21.0,MATH 289X,Equivariant Stable Homotopy Theory
805,MATH,2011,fall,18.0,MATH 55A,Honors Abstract Algebra
806,MATH,2011,fall,76.0,MATH MA,Introduction to Functions and Calculus I
810,MCB,2011,fall,40.0,MCB 115,Cellular Basis of Neuronal Function
811,MCB,2011,fall,8.0,MCB 118,From Egg to Embryo to Organ
812,MCB,2011,fall,16.0,MCB 129,Molecular Genetics of Neural Development and Behavior
813,MCB,2011,fall,8.0,MCB 142,Major Advances in Classical and Molecular Genetics
814,MCB,2011,fall,26.0,MCB 145,Neurobiology of Perception and Decision Making
815,MCB,2011,fall,34.0,MCB 169,Molecular and Cellular Immunology
816,MCB,2011,fall,15.0,MCB 176,Biochemistry of Membranes
817,MCB,2011,fall,12.0,MCB 186,Circadian Biology: From Cellular Oscillators to Sleep Regulation
818,MCB,2011,fall,14.0,MCB 208,Talking about Science
819,MCB,2011,fall,7.0,MCB 225,Interesting Questions in Physical Biology
820,MCB,2011,fall,39.0,MCB 290HFR,"Current Topics in Molecular, Cellular and Organismal Biology"
821,MCB,2011,fall,23.0,MCB 291,"Genetics, Genomics and Evolutionary Biology"
822,MCB,2011,fall,25.0,MCB 292,"Cellular Biology, Neurobiology and Developmental Biology"
823,MCB,2011,fall,23.0,MCB 293,"Physical, Chemical and Molecular Biology"
824,MCB,2011,fall,128.0,MCB 52,Molecular Biology
825,MCB,2011,fall,304.0,MCB 80,Neurobiology of Behavior
839,MUSIC,2011,fall,12.0,MUSIC 101R,Dance Collaboration
840,MUSIC,2011,fall,6.0,MUSIC 105R,Fundamentals of Improvisation and Composition
841,MUSIC,2011,fall,12.0,MUSIC 121A,Choral Conducting
842,MUSIC,2011,fall,10.0,MUSIC 128R,Workshop on Opera
843,MUSIC,2011,fall,22.0,MUSIC 150A,Theory II
844,MUSIC,2011,fall,19.0,MUSIC 153,Jazz Harmony
845,MUSIC,2011,fall,10.0,MUSIC 159R,Analysis: Repertory
846,MUSIC,2011,fall,8.0,MUSIC 160R,Composition: Proseminar
847,MUSIC,2011,fall,8.0,MUSIC 167R,Introduction to Electroacoustic Music
848,MUSIC,2011,fall,59.0,MUSIC 187R,Chamber Music Performance
849,MUSIC,2011,fall,3.0,MUSIC 190R,Topics in World Music: Proseminar
850,MUSIC,2011,fall,11.0,MUSIC 191R,Topics in Medieval and Renaissance Music: Proseminar
851,MUSIC,2011,fall,3.0,MUSIC 192R,Topics in Music from 1600-1800: Proseminar
852,MUSIC,2011,fall,5.0,MUSIC 193R,Topics in Music from 1800 to the Present: Proseminar
853,MUSIC,2011,fall,65.0,MUSIC 1A,Introduction to Western Music from the Middle Ages to Mozart
854,MUSIC,2011,fall,6.0,MUSIC 201A,Current Methods in Historical Musicology
855,MUSIC,2011,fall,8.0,MUSIC 207R,Ethnomusicology: Seminar
856,MUSIC,2011,fall,8.0,MUSIC 219R,19th- and 20th-Century Music
857,MUSIC,2011,fall,11.0,MUSIC 220R,History of Music Theory
858,MUSIC,2011,fall,9.0,MUSIC 230R,Topics in Music Theory
859,MUSIC,2011,fall,9.0,MUSIC 250HF,Colloquium on Teaching Pedagogy
860,MUSIC,2011,fall,7.0,MUSIC 261R,Composition: Seminar
861,MUSIC,2011,fall,2.0,MUSIC 264R,Electronic Music Composition: Seminar
862,MUSIC,2011,fall,5.0,MUSIC 272R,Special Topics
863,MUSIC,2011,fall,108.0,MUSIC 2,Foundations of Tonal Music I
864,MUSIC,2011,fall,32.0,MUSIC 51A,Theory I
865,MUSIC,2011,fall,8.0,MUSIC 97C,Music History and Repertory: Music in Cross-Cultural Perspective
866,MUSIC,2011,fall,9.0,MUSIC BHF,Exercises in Tonal Writing and Analysis
925,PHYSCI,2011,fall,20.0,PHYSCI 10,"Chemistry: A Microscopic Perspective on Molecules, Materials, and Life"
926,PHYSCI,2011,fall,215.0,PHYSCI 2,"Mechanics, Elasticity, Fluids, and Diffusion"
927,PHYSICS,2011,fall,118.0,PHYSICS 11A,Mechanics
928,PHYSICS,2011,fall,23.0,PHYSICS 143A,Quantum Mechanics I
929,PHYSICS,2011,fall,31.0,PHYSICS 143B,Quantum Mechanics II
930,PHYSICS,2011,fall,14.0,PHYSICS 151,Mechanics
931,PHYSICS,2011,fall,98.0,PHYSICS 15A,Introductory Mechanics and Relativity
932,PHYSICS,2011,fall,43.0,PHYSICS 15B,Introductory Electromagnetism
933,PHYSICS,2011,fall,30.0,PHYSICS 15C,Wave Phenomena
934,PHYSICS,2011,fall,6.0,PHYSICS 165,"Modern Atomic, Molecular, and Optical Physics"
935,PHYSICS,2011,fall,49.0,PHYSICS 16,Mechanics and Special Relativity
936,PHYSICS,2011,fall,4.0,PHYSICS 191R,Advanced Laboratory
937,PHYSICS,2011,fall,14.0,PHYSICS 195,Introduction to Solid State Physics
938,PHYSICS,2011,fall,16.0,PHYSICS 210,General Theory of Relativity
939,PHYSICS,2011,fall,55.0,PHYSICS 251A,Advanced Quantum Mechanics I
940,PHYSICS,2011,fall,36.0,PHYSICS 253A,Quantum Field Theory I
941,PHYSICS,2011,fall,8.0,PHYSICS 284,Strongly Correlated Systems in Atomic and Condensed Matter Physics
942,PHYSICS,2011,fall,15.0,PHYSICS 285B,Modern Atomic and Optical Physics II
943,PHYSICS,2011,fall,12.0,PHYSICS 287A,Introduction to String Theory
944,PHYSICS,2011,fall,5.0,PHYSICS 95,Topics in Current Research
951,PSY,2011,fall,14.0,PSY 1052,The application of fMRI in cognitive neuroscience research
952,PSY,2011,fall,66.0,PSY 1201,Your Brain on Drugs: Psychopharmacology
953,PSY,2011,fall,14.0,PSY 13,Cognitive Psychology
954,PSY,2011,fall,48.0,PSY 1502,Cultural Psychology
955,PSY,2011,fall,53.0,PSY 1503,Psychology of Close Relationships
956,PSY,2011,fall,22.0,PSY 1512,Changing Minds: Persuasion and Communication
957,PSY,2011,fall,5.0,PSY 1556R,Research Seminar in Implicit Social Cognition
958,PSY,2011,fall,70.0,PSY 1604,Social Development
959,PSY,2011,fall,2.0,PSY 1607A,"Cognitive Development, Education, and the Brain: Theory and Practice"
960,PSY,2011,fall,5.0,PSY 1652R,Laboratory in Early Cognitive Development
